race_year,race_circuit,race_country,race_altitude_m,team,race_start_position,qualifying_position,quali_lap_time_s,laps_completed,driver_pit_stops_count,driver_pit_stops_avg_duration_s,race_pit_stops_count,race_pit_stops_avg_duration_s,race_pit_stops_max_duration_s,race_pit_stops_min_duration_s,race_avg_laps_before_pit_stop,top3_finish
2015,Hungaroring,Hungary,264,Ferrari,5.0,5.0,83.596,55,5.0,27.6208,96.0,21.275870833333336,59.555,16.415,37.44416666666667,0
2015,Hungaroring,Hungary,264,Force India,13.0,13.0,84.444,53,5.0,23.238,96.0,21.275870833333336,59.555,16.415,37.44416666666667,0
2015,Hungaroring,Hungary,264,Force India,11.0,11.0,84.115,41,2.0,22.3975,96.0,21.275870833333336,59.555,16.415,37.44416666666667,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Mercedes,1.0,1.0,108.908,43,2.0,22.679,38.0,23.23087037037037,26.103,17.343,17.51851851851852,1
2015,Circuit de Spa-Francorchamps,Belgium,401,Mercedes,2.0,2.0,108.923,43,2.0,22.881,38.0,23.23087037037037,26.103,17.343,17.51851851851852,1
2015,Circuit de Spa-Francorchamps,Belgium,401,Lotus F1,9.0,4.0,109.353,43,2.0,23.605,38.0,23.23087037037037,26.103,17.343,17.51851851851852,1
2015,Circuit de Spa-Francorchamps,Belgium,401,Red Bull,12.0,12.0,109.469,43,2.0,22.6795,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Force India,4.0,5.0,109.006,43,2.0,23.24,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Williams,6.0,7.0,109.688,43,2.0,23.4685,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Ferrari,16.0,14.0,109.288,43,2.0,22.8605,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Toro Rosso,18.0,15.0,109.831,43,3.0,23.515666666666664,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Williams,3.0,3.0,109.026,43,3.0,21.383666666666667,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Sauber,13.0,13.0,109.523,43,2.0,23.9335,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Sauber,14.0,16.0,109.952,43,2.0,23.3635,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Ferrari,8.0,9.0,109.264,42,1.0,22.681,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,McLaren,20.0,18.0,111.42,42,3.0,24.089,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,McLaren,19.0,17.0,110.978,42,3.0,23.99833333333333,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Manor Marussia,17.0,20.0,113.099,42,2.0,23.4625,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Manor Marussia,15.0,19.0,112.948,42,2.0,24.138,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Toro Rosso,10.0,10.0,109.109,32,2.0,23.54,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Circuit de Spa-Francorchamps,Belgium,401,Red Bull,5.0,6.0,109.664,19,1.0,22.637,38.0,23.23087037037037,26.103,17.343,17.51851851851852,0
2015,Autodromo Nazionale di Monza,Italy,162,Mercedes,1.0,1.0,84.251,53,1.0,24.368,23.0,24.898564814814815,30.358,18.818,23.39814814814815,1
2015,Autodromo Nazionale di Monza,Italy,162,Ferrari,3.0,3.0,84.989,53,1.0,24.34,23.0,24.898564814814815,30.358,18.818,23.39814814814815,1
2015,Autodromo Nazionale di Monza,Italy,162,Williams,5.0,5.0,85.184,53,1.0,25.207,23.0,24.898564814814815,30.358,18.818,23.39814814814815,1
2015,Autodromo Nazionale di Monza,Italy,162,Williams,6.0,6.0,84.979,53,1.0,25.536,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Ferrari,2.0,2.0,84.662,53,1.0,24.442,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Force India,7.0,7.0,84.801,53,1.0,24.281,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Force India,9.0,9.0,84.937,52,1.0,24.286,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Red Bull,19.0,15.0,85.633,52,1.0,24.259,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Sauber,12.0,10.0,85.122,52,1.0,24.842,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Red Bull,18.0,14.0,85.742,52,1.0,23.884,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Toro Rosso,17.0,13.0,85.41,52,2.0,27.547,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Toro Rosso,20.0,20.0,81.208,52,3.0,23.024666666666665,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Sauber,17.0,12.0,85.121,52,2.0,25.5215,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,McLaren,15.0,16.0,86.05799999999999,52,1.0,24.31,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Manor Marussia,13.0,18.0,87.731,51,1.0,29.382,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Manor Marussia,14.0,19.0,87.912,51,1.0,26.435,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,Mercedes,4.0,4.0,84.60900000000001,50,1.0,24.657,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Autodromo Nazionale di Monza,Italy,162,McLaren,16.0,17.0,86.154,47,2.0,21.852,23.0,24.898564814814815,30.358,18.818,23.39814814814815,0
2015,Marina Bay Street Circuit,Singapore,18,Ferrari,1.0,1.0,106.017,61,2.0,29.2225,41.0,30.715633333333336,37.847,24.415,22.866666666666667,1
2015,Marina Bay Street Circuit,Singapore,18,Red Bull,2.0,2.0,106.166,61,2.0,30.363,41.0,30.715633333333336,37.847,24.415,22.866666666666667,1
2015,Marina Bay Street Circuit,Singapore,18,Ferrari,3.0,3.0,106.467,61,2.0,30.36,41.0,30.715633333333336,37.847,24.415,22.866666666666667,1
2015,Marina Bay Street Circuit,Singapore,18,Mercedes,6.0,6.0,106.201,61,2.0,30.2245,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Williams,7.0,7.0,106.231,61,2.0,29.2495,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Red Bull,4.0,4.0,105.34,61,2.0,31.0415,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Force India,13.0,13.0,106.576,61,2.0,29.704,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Toro Rosso,8.0,8.0,106.483,61,2.0,31.0255,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Toro Rosso,14.0,14.0,106.465,61,3.0,31.532333333333337,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Sauber,16.0,16.0,106.965,61,2.0,29.798,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Sauber,17.0,17.0,107.088,61,3.0,29.614666666666665,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Lotus F1,18.0,18.0,107.323,61,3.0,29.66033333333333,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Lotus F1,10.0,10.0,106.86,59,2.0,30.233,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Manor Marussia,20.0,20.0,111.523,59,2.0,31.608,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Manor Marussia,19.0,19.0,111.021,59,2.0,34.1225,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,McLaren,15.0,15.0,105.891,52,2.0,33.964,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,McLaren,12.0,12.0,106.6,33,1.0,34.237,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Mercedes,5.0,5.0,105.765,32,1.0,28.917,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Williams,9.0,9.0,106.879,30,3.0,28.56733333333333,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Marina Bay Street Circuit,Singapore,18,Force India,11.0,11.0,106.669,12,1.0,30.868,41.0,30.715633333333336,37.847,24.415,22.866666666666667,0
2015,Suzuka Circuit,Japan,45,Mercedes,2.0,2.0,92.844,53,2.0,22.9575,45.0,24.946291666666667,39.345,22.584,21.291666666666664,1
2015,Suzuka Circuit,Japan,45,Mercedes,1.0,1.0,93.015,53,2.0,23.1595,45.0,24.946291666666667,39.345,22.584,21.291666666666664,1
2015,Suzuka Circuit,Japan,45,Ferrari,4.0,4.0,94.431,53,2.0,23.102,45.0,24.946291666666667,39.345,22.584,21.291666666666664,1
2015,Suzuka Circuit,Japan,45,Ferrari,6.0,6.0,94.171,53,2.0,23.149,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Williams,3.0,3.0,94.326,53,2.0,23.565,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Force India,13.0,11.0,95.328,53,3.0,27.667,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Lotus F1,8.0,8.0,94.398,53,2.0,24.1735,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Lotus F1,11.0,13.0,94.796,53,2.0,24.0455,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Toro Rosso,17.0,15.0,94.522,53,2.0,25.885,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Toro Rosso,10.0,12.0,94.873,52,2.0,31.523,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,McLaren,12.0,14.0,95.467,52,2.0,23.7035,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Force India,9.0,9.0,95.001,52,3.0,24.537000000000003,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Red Bull,20.0,10.0,94.646,52,3.0,23.293333333333333,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Sauber,15.0,17.0,95.673,52,2.0,23.4295,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Red Bull,7.0,7.0,94.399,52,2.0,24.656,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,McLaren,14.0,16.0,95.664,52,2.0,23.572,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Williams,5.0,5.0,94.744,51,3.0,28.523666666666667,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Manor Marussia,19.0,20.0,107.114,51,2.0,25.117,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Manor Marussia,18.0,19.0,98.783,50,3.0,28.427333333333333,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Suzuka Circuit,Japan,45,Sauber,16.0,18.0,95.76,49,2.0,24.4395,45.0,24.946291666666667,39.345,22.584,21.291666666666664,0
2015,Sochi Autodrom,Russia,2,Mercedes,2.0,2.0,98.558,53,1.0,30.216,19.0,32.07623529411765,54.445,29.367,20.529411764705884,1
2015,Sochi Autodrom,Russia,2,Ferrari,4.0,4.0,98.598,53,1.0,29.367,19.0,32.07623529411765,54.445,29.367,20.529411764705884,1
2015,Sochi Autodrom,Russia,2,Force India,7.0,7.0,99.617,53,1.0,30.545,19.0,32.07623529411765,54.445,29.367,20.529411764705884,1
2015,Sochi Autodrom,Russia,2,Williams,15.0,15.0,98.926,53,1.0,30.741,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Ferrari,5.0,5.0,99.207,53,1.0,29.386,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Sauber,12.0,12.0,100.042,53,1.0,30.362,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Lotus F1,14.0,14.0,99.724,53,1.0,29.952,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,McLaren,13.0,13.0,99.739,53,1.0,29.719,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Toro Rosso,9.0,9.0,99.411,53,2.0,33.7875,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,McLaren,19.0,16.0,100.144,53,1.0,29.539,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Williams,3.0,3.0,98.448,52,1.0,30.316,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Manor Marussia,18.0,19.0,103.804,52,1.0,35.072,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Manor Marussia,17.0,18.0,103.693,51,2.0,31.4105,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Red Bull,10.0,10.0,99.574,47,1.0,29.732,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Toro Rosso,20.0,20.0,96.8055,45,1.0,30.288,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Sochi Autodrom,Russia,2,Lotus F1,8.0,8.0,99.056,11,1.0,54.445,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Circuit of the Americas,USA,161,Mercedes,2.0,2.0,116.871,56,2.0,24.221,47.0,27.28722456140351,44.582,24.088,22.12280701754386,1
2015,Sochi Autodrom,Russia,2,Red Bull,11.0,11.0,99.58,53,1.0,30.418,19.0,32.07623529411765,54.445,29.367,20.529411764705884,0
2015,Circuit of the Americas,USA,161,Mercedes,1.0,1.0,116.671,56,2.0,24.941000000000003,47.0,27.28722456140351,44.582,24.088,22.12280701754386,1
2015,Circuit of the Americas,USA,161,Ferrari,13.0,5.0,120.95,56,3.0,24.917666666666666,47.0,27.28722456140351,44.582,24.088,22.12280701754386,1
2015,Circuit of the Americas,USA,161,Toro Rosso,8.0,10.0,118.689,56,2.0,25.2155,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Force India,5.0,6.0,119.264,56,2.0,25.594,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,McLaren,11.0,14.0,120.261,56,3.0,25.612333333333336,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Toro Rosso,20.0,20.0,127.304,56,3.0,32.227,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Lotus F1,12.0,15.0,120.844,56,3.0,26.117,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Sauber,15.0,17.0,123.194,56,5.0,28.6606,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Red Bull,3.0,3.0,116.495,56,3.0,25.582000000000004,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,McLaren,9.0,11.0,119.704,56,3.0,27.341,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Manor Marussia,17.0,18.0,124.176,56,3.0,30.026666666666667,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Red Bull,4.0,4.0,117.64,41,2.0,24.9215,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Force India,6.0,7.0,118.325,35,2.0,27.352,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Sauber,14.0,16.0,122.212,25,2.0,30.33,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Ferrari,18.0,8.0,118.198,25,2.0,29.640500000000003,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Williams,7.0,9.0,120.902,23,1.0,24.646,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Lotus F1,10.0,13.0,120.236,10,2.0,27.6755,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Circuit of the Americas,USA,161,Williams,16.0,12.0,119.569,5,2.0,33.436,47.0,27.28722456140351,44.582,24.088,22.12280701754386,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Mercedes,1.0,1.0,80.436,71,2.0,22.347,38.0,23.598444444444443,30.442,22.156,33.148148148148145,1
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Mercedes,2.0,2.0,80.80799999999999,71,2.0,22.316,38.0,23.598444444444443,30.442,22.156,33.148148148148145,1
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Williams,6.0,6.0,80.81700000000001,71,2.0,23.0585,38.0,23.598444444444443,30.442,22.156,33.148148148148145,1
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Red Bull,4.0,4.0,80.826,71,2.0,22.5385,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Red Bull,5.0,5.0,81.166,71,2.0,22.455,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Williams,7.0,7.0,81.379,71,2.0,22.9675,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Force India,10.0,10.0,81.315,71,2.0,23.7065,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Force India,9.0,9.0,80.96600000000001,71,1.0,23.547,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Toro Rosso,8.0,8.0,80.995,71,2.0,22.787,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Lotus F1,12.0,12.0,81.577,71,2.0,22.918,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Lotus F1,13.0,13.0,81.52,71,2.0,25.292,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Sauber,14.0,14.0,81.299,71,3.0,23.23633333333333,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Toro Rosso,11.0,11.0,80.96000000000001,71,3.0,23.324,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,McLaren,20.0,20.0,81.333,71,2.0,23.187,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Manor Marussia,16.0,18.0,84.136,69,2.0,27.9045,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Manor Marussia,17.0,19.0,84.386,69,2.0,24.6555,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Sauber,15.0,17.0,81.788,57,3.0,23.418666666666667,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo Hermanos Rodríguez,Mexico,2227,Ferrari,3.0,3.0,80.503,50,2.0,25.113,38.0,23.598444444444443,30.442,22.156,33.148148148148145,0
2015,Autódromo José Carlos Pace,Brazil,785,Mercedes,1.0,1.0,71.746,71,3.0,23.802000000000003,49.0,24.491035087719297,30.082,22.936,29.833333333333336,1
2015,Autódromo José Carlos Pace,Brazil,785,Mercedes,2.0,2.0,71.682,71,3.0,23.47066666666667,49.0,24.491035087719297,30.082,22.936,29.833333333333336,1
2015,Autódromo José Carlos Pace,Brazil,785,Ferrari,3.0,3.0,72.24,71,3.0,23.712,49.0,24.491035087719297,30.082,22.936,29.833333333333336,1
2015,Autódromo José Carlos Pace,Brazil,785,Ferrari,4.0,5.0,72.185,71,2.0,24.3005,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Williams,7.0,4.0,72.934,70,2.0,24.3245,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Force India,5.0,6.0,72.595,70,2.0,24.104,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Red Bull,6.0,7.0,72.73,70,2.0,23.8925,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Lotus F1,14.0,15.0,73.056,70,3.0,24.07333333333333,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Toro Rosso,9.0,10.0,72.824,70,3.0,24.13233333333333,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Lotus F1,15.0,16.0,73.385,70,2.0,27.0985,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Red Bull,19.0,9.0,72.639,70,3.0,24.23033333333333,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Force India,11.0,13.0,73.14,70,3.0,23.731666666666666,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Sauber,13.0,11.0,73.111,70,2.0,25.01,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,McLaren,16.0,17.0,73.425,70,3.0,23.636333333333337,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,McLaren,20.0,20.0,71.988,70,3.0,23.33633333333333,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Sauber,12.0,14.0,73.346,69,3.0,26.316333333333333,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Manor Marussia,18.0,19.0,76.283,67,2.0,26.321,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Manor Marussia,17.0,18.0,76.151,67,2.0,26.099,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Autódromo José Carlos Pace,Brazil,785,Williams,8.0,8.0,72.98,70,3.0,23.738333333333333,49.0,24.491035087719297,30.082,22.936,29.833333333333336,0
2015,Yas Marina Circuit,UAE,3,Mercedes,1.0,1.0,101.111,55,2.0,21.6085,42.0,23.090223684210525,44.99,16.128,21.355263157894736,1
2015,Yas Marina Circuit,UAE,3,Mercedes,2.0,2.0,100.974,55,2.0,21.369,42.0,23.090223684210525,44.99,16.128,21.355263157894736,1
2015,Yas Marina Circuit,UAE,3,Ferrari,3.0,3.0,102.5,55,2.0,23.8875,42.0,23.090223684210525,44.99,16.128,21.355263157894736,1
2015,Yas Marina Circuit,UAE,3,Ferrari,15.0,16.0,102.941,55,2.0,21.7115,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Force India,4.0,4.0,101.983,55,2.0,22.019,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Red Bull,5.0,5.0,102.275,55,2.0,22.0335,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Force India,7.0,7.0,101.996,55,2.0,22.1095,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Williams,8.0,8.0,102.303,55,2.0,22.7805,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Lotus F1,18.0,15.0,102.585,55,2.0,22.2185,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Red Bull,9.0,9.0,102.54,55,2.0,21.751,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Toro Rosso,10.0,10.0,102.911,55,2.0,23.685,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,McLaren,12.0,12.0,102.57,54,2.0,23.016,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Williams,6.0,6.0,102.608,54,3.0,27.566333333333333,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Sauber,17.0,18.0,103.838,54,2.0,22.519,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Sauber,14.0,14.0,102.896,54,3.0,24.433000000000003,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Toro Rosso,11.0,11.0,102.889,54,3.0,22.37366666666667,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,McLaren,16.0,17.0,103.187,53,4.0,26.43525,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
2015,Yas Marina Circuit,UAE,3,Manor Marussia,19.0,19.0,106.297,53,2.0,22.8835,42.0,23.090223684210525,44.99,16.128,21.355263157894736,0
