race_year,race_circuit,race_country,race_altitude_m,team,race_start_position,qualifying_position,quali_lap_time_s,laps_completed,driver_pit_stops_count,driver_pit_stops_avg_duration_s,race_pit_stops_count,race_pit_stops_avg_duration_s,race_pit_stops_max_duration_s,race_pit_stops_min_duration_s,race_avg_laps_before_pit_stop,top3_finish
2019,Autódromo Hermanos Rodríguez,Mexico,2227,Renault,12.0,12.0,77.608,70,1.0,22.484,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2019,Autódromo Hermanos Rodríguez,Mexico,2227,Toro Rosso,9.0,9.0,77.041,70,2.0,22.2615,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2019,Autódromo Hermanos Rodríguez,Mexico,2227,Racing Point,16.0,16.0,78.065,70,1.0,22.745,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2019,Autódromo Hermanos Rodríguez,Mexico,2227,McLaren,7.0,7.0,77.044,70,2.0,22.21,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2019,Autódromo Hermanos Rodríguez,Mexico,2227,Alfa Romeo,15.0,15.0,77.794,70,1.0,43.411,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2019,Autódromo Hermanos Rodríguez,Mexico,2227,Haas F1 Team,17.0,17.0,78.436,69,1.0,23.084,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2019,Autódromo Hermanos Rodríguez,Mexico,2227,Williams,19.0,19.0,78.82300000000001,69,1.0,22.887,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2019,Autódromo Hermanos Rodríguez,Mexico,2227,Haas F1 Team,18.0,18.0,78.599,69,1.0,24.128,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2019,Autódromo Hermanos Rodríguez,Mexico,2227,Williams,20.0,20.0,80.179,69,2.0,23.588,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2019,Autódromo Hermanos Rodríguez,Mexico,2227,Alfa Romeo,14.0,14.0,77.225,58,2.0,22.8585,26.0,23.88457894736842,43.411,21.862,28.789473684210527,0
2020,Red Bull Ring,Austria,678,Mercedes,1.0,1.0,64.111,71,2.0,19.172,38.0,21.0634375,23.827,16.365,40.21875,1
2019,Circuit of the Americas,USA,161,Mercedes,1.0,1.0,93.75,56,2.0,23.985,33.0,24.780526315789473,34.1,23.213,25.807017543859647,1
2019,Circuit of the Americas,USA,161,Mercedes,5.0,5.0,93.454,56,1.0,23.943,33.0,24.780526315789473,34.1,23.213,25.807017543859647,1
2019,Circuit of the Americas,USA,161,Red Bull,3.0,3.0,93.549,56,2.0,23.58,33.0,24.780526315789473,34.1,23.213,25.807017543859647,1
2019,Circuit of the Americas,USA,161,Ferrari,4.0,4.0,93.988,56,2.0,26.5005,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Red Bull,6.0,6.0,93.984,56,3.0,27.006,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Renault,9.0,9.0,93.835,56,1.0,23.751,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,McLaren,8.0,8.0,93.353,56,2.0,25.227,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,McLaren,7.0,7.0,93.916,55,1.0,24.784,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Renault,11.0,11.0,94.092,55,2.0,23.9645,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Racing Point,19.0,19.0,95.808,55,1.0,24.207,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Alfa Romeo,17.0,17.0,94.369,55,2.0,24.615,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Toro Rosso,13.0,13.0,94.138,55,2.0,25.6385,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Racing Point,14.0,14.0,93.921,55,2.0,24.881,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Alfa Romeo,16.0,16.0,94.226,55,2.0,24.718,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Haas F1 Team,15.0,15.0,94.161,55,1.0,24.583,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Toro Rosso,10.0,10.0,93.556,54,2.0,24.2275,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Williams,18.0,18.0,95.372,54,2.0,26.225,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Haas F1 Team,12.0,12.0,93.812,52,2.0,24.83,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Circuit of the Americas,USA,161,Williams,19.0,20.0,95.889,31,1.0,24.164,33.0,24.780526315789473,34.1,23.213,25.807017543859647,0
2019,Autódromo José Carlos Pace,Brazil,785,Red Bull,1.0,1.0,68.242,71,3.0,22.68933333333333,45.0,23.668208333333332,30.76,22.441,37.52083333333333,1
2019,Autódromo José Carlos Pace,Brazil,785,Toro Rosso,6.0,7.0,68.909,71,2.0,23.253,45.0,23.668208333333332,30.76,22.441,37.52083333333333,1
2019,Autódromo José Carlos Pace,Brazil,785,McLaren,20.0,20.0,70.227,71,1.0,22.77,45.0,23.668208333333332,30.76,22.441,37.52083333333333,1
2019,Autódromo José Carlos Pace,Brazil,785,Alfa Romeo,8.0,9.0,69.276,71,2.0,23.652,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Alfa Romeo,12.0,13.0,69.175,71,2.0,23.3395,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Renault,11.0,12.0,69.086,71,2.0,30.1255,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Mercedes,3.0,3.0,68.614,71,3.0,23.01,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,McLaren,10.0,11.0,68.891,71,2.0,23.368,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Racing Point,15.0,15.0,69.288,71,2.0,23.1105,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Toro Rosso,16.0,16.0,69.32,71,2.0,23.0685,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Haas F1 Team,9.0,10.0,68.875,71,2.0,23.685,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Williams,18.0,18.0,70.126,71,3.0,22.71333333333333,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Haas F1 Team,7.0,8.0,69.197,71,2.0,23.6235,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Red Bull,5.0,6.0,68.503,71,2.0,23.072000000000003,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Renault,13.0,14.0,69.05,71,3.0,23.229,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Williams,19.0,19.0,70.614,70,4.0,25.29,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Ferrari,2.0,2.0,68.556,65,2.0,23.088500000000003,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Ferrari,14.0,4.0,68.496,65,2.0,23.004,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Racing Point,17.0,17.0,69.536,65,2.0,24.0935,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Autódromo José Carlos Pace,Brazil,785,Mercedes,4.0,5.0,68.545,51,2.0,23.179,45.0,23.668208333333332,30.76,22.441,37.52083333333333,0
2019,Yas Marina Circuit,UAE,3,Mercedes,1.0,1.0,95.851,55,1.0,22.178,25.0,22.140763157894735,28.842,21.023,23.473684210526315,1
2019,Yas Marina Circuit,UAE,3,Red Bull,2.0,3.0,96.39,55,1.0,21.023,25.0,22.140763157894735,28.842,21.023,23.473684210526315,1
2019,Yas Marina Circuit,UAE,3,Ferrari,3.0,4.0,96.478,55,2.0,21.4855,25.0,22.140763157894735,28.842,21.023,23.473684210526315,1
2019,Yas Marina Circuit,UAE,3,Mercedes,20.0,2.0,96.2,55,1.0,21.145,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Ferrari,4.0,5.0,96.963,55,2.0,23.8145,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Red Bull,5.0,6.0,96.102,55,1.0,22.028,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Racing Point,10.0,11.0,96.961,54,1.0,22.23,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,McLaren,6.0,7.0,97.545,54,1.0,22.974,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Toro Rosso,13.0,14.0,97.683,54,1.0,21.496,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,McLaren,8.0,9.0,97.358,54,2.0,21.697000000000003,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Renault,7.0,8.0,97.106,54,2.0,21.764,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Renault,9.0,10.0,97.506,54,1.0,21.578,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Alfa Romeo,17.0,18.0,98.383,54,1.0,22.41,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Haas F1 Team,14.0,15.0,97.71,54,1.0,21.531,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Haas F1 Team,15.0,16.0,98.051,54,1.0,21.968,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Alfa Romeo,16.0,17.0,98.114,54,2.0,22.0825,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Williams,18.0,19.0,98.717,54,1.0,22.272,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Williams,19.0,20.0,99.236,53,1.0,21.688,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2019,Yas Marina Circuit,UAE,3,Racing Point,12.0,13.0,97.528,45,2.0,25.31,25.0,22.140763157894735,28.842,21.023,23.473684210526315,0
2020,Red Bull Ring,Austria,678,Ferrari,7.0,7.0,64.5,71,3.0,21.158666666666665,38.0,21.0634375,23.827,16.365,40.21875,1
2020,Red Bull Ring,Austria,678,McLaren,3.0,4.0,64.606,71,3.0,21.240333333333336,38.0,21.0634375,23.827,16.365,40.21875,1
2020,Red Bull Ring,Austria,678,Mercedes,5.0,2.0,64.19800000000001,71,2.0,19.1075,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,McLaren,8.0,8.0,64.537,71,3.0,21.898666666666667,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Racing Point,6.0,6.0,64.543,71,2.0,19.4645,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,AlphaTauri,12.0,12.0,64.603,71,2.0,21.1885,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Renault,14.0,14.0,64.93299999999999,71,2.0,20.6545,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Alfa Romeo,18.0,18.0,65.175,71,3.0,22.045666666666666,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Ferrari,11.0,11.0,64.554,71,3.0,21.433000000000003,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Williams,20.0,20.0,65.757,71,3.0,21.154666666666667,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,AlphaTauri,13.0,13.0,65.031,69,3.0,21.349,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Red Bull,4.0,5.0,64.661,67,3.0,20.052,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Alfa Romeo,19.0,19.0,65.224,53,2.0,22.399,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Williams,17.0,17.0,65.167,49,1.0,21.417,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Haas F1 Team,15.0,15.0,65.094,49,1.0,23.28,38.0,21.0634375,23.827,16.365,40.21875,0
2020,Red Bull Ring,Austria,678,Mercedes,1.0,1.0,78.188,71,1.0,21.729,21.0,23.025333333333336,39.715,20.937,34.916666666666664,1
2020,Red Bull Ring,Austria,678,Mercedes,4.0,4.0,78.791,71,1.0,21.376,21.0,23.025333333333336,39.715,20.937,34.916666666666664,1
2020,Red Bull Ring,Austria,678,Red Bull,2.0,2.0,78.297,71,2.0,21.014000000000003,21.0,23.025333333333336,39.715,20.937,34.916666666666664,1
2020,Red Bull Ring,Austria,678,Red Bull,6.0,7.0,80.882,71,1.0,21.505,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,McLaren,9.0,6.0,78.504,71,1.0,22.406,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Racing Point,17.0,17.0,81.607,71,1.0,22.761,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Racing Point,12.0,13.0,79.697,71,1.0,22.118,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Renault,8.0,9.0,79.662,71,1.0,21.603,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,McLaren,3.0,3.0,78.59,70,2.0,23.928,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,AlphaTauri,13.0,14.0,79.824,70,1.0,22.197,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Alfa Romeo,16.0,16.0,81.14,70,1.0,21.459,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Haas F1 Team,15.0,15.0,81.14,70,1.0,21.977,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Haas F1 Team,20.0,20.0,67.662,70,1.0,22.444,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Alfa Romeo,19.0,19.0,81.831,70,1.0,21.667,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,AlphaTauri,7.0,8.0,80.19200000000001,70,2.0,22.115,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Williams,11.0,12.0,80.382,69,1.0,21.697,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Williams,18.0,18.0,81.759,69,1.0,22.745,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Red Bull Ring,Austria,678,Ferrari,14.0,11.0,80.871,4,1.0,39.715,21.0,23.025333333333336,39.715,20.937,34.916666666666664,0
2020,Hungaroring,Hungary,264,Mercedes,1.0,1.0,74.907,70,3.0,22.336666666666662,45.0,23.049519999999998,36.335,21.184,21.54,1
2020,Hungaroring,Hungary,264,Red Bull,7.0,7.0,75.495,70,2.0,21.3985,45.0,23.049519999999998,36.335,21.184,21.54,1
2020,Hungaroring,Hungary,264,Mercedes,2.0,2.0,75.474,70,3.0,21.70733333333333,45.0,23.049519999999998,36.335,21.184,21.54,1
2020,Hungaroring,Hungary,264,Racing Point,3.0,3.0,74.895,70,3.0,22.55733333333333,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Red Bull,13.0,13.0,75.722,70,2.0,22.61,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Ferrari,5.0,5.0,75.455,69,2.0,25.083,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Racing Point,4.0,4.0,74.681,69,2.0,22.657,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Renault,11.0,11.0,75.848,69,2.0,21.9965,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,McLaren,9.0,9.0,75.281,69,2.0,24.7845,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Haas F1 Team,16.0,16.0,76.152,69,1.0,23.621,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Ferrari,6.0,6.0,75.793,69,2.0,22.415,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,AlphaTauri,17.0,17.0,76.20400000000001,69,2.0,23.1265,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,McLaren,8.0,8.0,75.444,69,2.0,22.877,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Renault,14.0,14.0,75.719,69,2.0,23.0705,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Alfa Romeo,20.0,20.0,76.614,69,2.0,24.7135,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Haas F1 Team,18.0,18.0,76.407,69,1.0,22.591,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Alfa Romeo,19.0,19.0,76.506,69,3.0,22.398666666666667,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Williams,12.0,12.0,75.58500000000001,69,3.0,21.533,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,Williams,15.0,15.0,76.105,65,5.0,26.7734,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Hungaroring,Hungary,264,AlphaTauri,10.0,10.0,75.767,15,1.0,22.74,45.0,23.049519999999998,36.335,21.184,21.54,0
2020,Silverstone Circuit,UK,153,Mercedes,1.0,1.0,85.9,52,1.0,28.805,22.0,30.792470588235293,44.085,28.208,18.441176470588236,1
2020,Silverstone Circuit,UK,153,Red Bull,3.0,3.0,86.115,52,2.0,28.2405,22.0,30.792470588235293,44.085,28.208,18.441176470588236,1
2020,Silverstone Circuit,UK,153,Ferrari,4.0,4.0,86.55,52,1.0,29.52,22.0,30.792470588235293,44.085,28.208,18.441176470588236,1
2020,Silverstone Circuit,UK,153,Renault,8.0,8.0,86.67699999999999,52,1.0,29.559,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,McLaren,5.0,5.0,86.855,52,1.0,30.289,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Renault,9.0,9.0,86.396,52,1.0,30.768,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,AlphaTauri,11.0,11.0,86.343,52,1.0,29.414,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Red Bull,12.0,12.0,86.565,52,2.0,31.071,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Racing Point,6.0,6.0,86.243,52,1.0,28.716,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Ferrari,10.0,10.0,86.469,52,1.0,29.439,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Mercedes,2.0,2.0,85.801,52,2.0,32.0865,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Williams,20.0,15.0,86.732,52,1.0,29.302,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,McLaren,7.0,7.0,86.715,52,2.0,32.3825,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Alfa Romeo,15.0,17.0,87.164,52,1.0,28.355,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Williams,18.0,20.0,87.705,52,1.0,31.371,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Haas F1 Team,17.0,19.0,87.643,52,1.0,33.816,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Alfa Romeo,16.0,18.0,87.366,51,2.0,40.337500000000006,22.0,30.792470588235293,44.085,28.208,18.441176470588236,0
2020,Silverstone Circuit,UK,153,Red Bull,4.0,4.0,87.154,52,2.0,29.0505,41.0,28.770999999999997,35.864,27.693,23.641666666666666,1
2020,Silverstone Circuit,UK,153,Mercedes,2.0,2.0,86.818,52,2.0,28.904,41.0,28.770999999999997,35.864,27.693,23.641666666666666,1
2020,Silverstone Circuit,UK,153,Mercedes,1.0,1.0,86.738,52,2.0,28.298,41.0,28.770999999999997,35.864,27.693,23.641666666666666,1
2020,Silverstone Circuit,UK,153,Ferrari,8.0,8.0,87.42699999999999,52,1.0,29.419,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Red Bull,9.0,9.0,87.15299999999999,52,2.0,28.137500000000003,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Racing Point,6.0,6.0,87.187,52,2.0,28.1045,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Racing Point,3.0,3.0,87.279,52,3.0,28.701000000000004,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Renault,14.0,11.0,87.27799999999999,52,1.0,28.093,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,McLaren,10.0,10.0,87.217,52,2.0,28.4115,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,AlphaTauri,16.0,16.0,87.882,52,2.0,28.2005,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,AlphaTauri,7.0,7.0,87.154,52,2.0,28.331000000000003,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Ferrari,11.0,12.0,87.612,52,2.0,28.259500000000003,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,McLaren,12.0,13.0,87.45,52,2.0,32.318,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Renault,5.0,5.0,87.44200000000001,51,3.0,28.270333333333337,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Alfa Romeo,20.0,20.0,88.493,51,1.0,29.296,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Haas F1 Team,13.0,14.0,87.519,51,2.0,29.59,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Alfa Romeo,19.0,19.0,88.43299999999999,51,2.0,27.7925,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Williams,15.0,15.0,87.757,51,3.0,28.47133333333333,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Williams,18.0,18.0,88.43,51,3.0,28.610333333333333,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Silverstone Circuit,UK,153,Haas F1 Team,17.0,17.0,88.236,43,2.0,29.1615,41.0,28.770999999999997,35.864,27.693,23.641666666666666,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Mercedes,1.0,1.0,76.872,66,2.0,22.615,35.0,22.361641666666664,24.148,21.532,33.25,1
2020,Circuit de Barcelona-Catalunya,Spain,109,Red Bull,3.0,3.0,77.213,66,2.0,21.5665,35.0,22.361641666666664,24.148,21.532,33.25,1
2020,Circuit de Barcelona-Catalunya,Spain,109,Mercedes,2.0,2.0,77.243,66,3.0,22.35333333333333,35.0,22.361641666666664,24.148,21.532,33.25,1
2020,Circuit de Barcelona-Catalunya,Spain,109,Racing Point,5.0,5.0,77.316,65,2.0,22.3695,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Racing Point,4.0,4.0,77.117,65,1.0,22.641,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,McLaren,7.0,7.0,77.438,65,2.0,22.122,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Ferrari,11.0,11.0,77.57300000000001,65,1.0,21.82,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Red Bull,6.0,6.0,77.419,65,2.0,21.7335,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,AlphaTauri,10.0,10.0,77.356,65,2.0,22.3175,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,McLaren,8.0,8.0,77.577,65,2.0,21.93,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Renault,13.0,13.0,77.667,65,1.0,21.837,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,AlphaTauri,12.0,12.0,77.676,65,2.0,22.5575,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Renault,15.0,15.0,77.765,65,1.0,22.366,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Alfa Romeo,14.0,14.0,77.797,65,2.0,22.2555,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Haas F1 Team,16.0,16.0,77.908,65,1.0,24.148,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Alfa Romeo,20.0,20.0,78.697,65,2.0,22.0185,35.0,22.361641666666664,24.148,21.532,33.25,0
2020,Circuit de Barcelona-Catalunya,Spain,109,Williams,18.0,18.0,78.099,65,2.0,22.2985,35.0,22.361641666666664,24.148,21.532,33.25,0
