raceId,max_pit_duration,mean_pit_duration,min_pit_duration,total_pit_stops,year,round,circuitId,race_name,date,circuit_name,country,alt,lat,lng,avg_stop_lap,num_stops,avg_grid_top3,total_pit_stops_winner
1005,28.789,24.72666666666667,22.614,3,2018,17,22,Japanese Grand Prix,2018-10-07,Suzuka Circuit,Japan,45,34.8431,136.541,22.666666666666668,3,2.0,1.0
1006,23.915,23.692,23.446,4,2018,18,69,United States Grand Prix,2018-10-21,Circuit of the Americas,USA,161,30.1328,-97.6411,22.75,4,7.0,2.0
1007,22.658,22.143,21.777,5,2018,19,32,Mexican Grand Prix,2018-10-28,Autódromo Hermanos Rodríguez,Mexico,2227,19.4042,-99.0907,28.4,5,4.0,2.0
1008,23.432,22.94633333333333,22.641,3,2018,20,18,Brazilian Grand Prix,2018-11-11,Autódromo José Carlos Pace,Brazil,785,-23.7036,-46.6997,28.33333333333333,3,3.333333333333333,1.0
1009,22.63,21.656666666666663,21.057,3,2018,21,24,Abu Dhabi Grand Prix,2018-11-25,Yas Marina Circuit,UAE,3,24.4672,54.6031,13.0,3,3.333333333333333,1.0
1010,22.014,21.562,21.157,3,2019,1,1,Australian Grand Prix,2019-03-17,Albert Park Grand Prix Circuit,Australia,10,-37.8497,144.968,21.0,3,2.333333333333333,1.0
1011,24.865,24.45883333333333,24.255,6,2019,2,3,Bahrain Grand Prix,2019-03-31,Bahrain International Circuit,Bahrain,7,26.0325,50.5106,24.166666666666668,6,2.6666666666666665,2.0
1012,24.083,22.930833333333336,22.196,6,2019,3,17,Chinese Grand Prix,2019-04-14,Shanghai International Circuit,China,5,31.3389,121.22,28.0,6,2.0,2.0
1013,20.006,19.993333333333336,19.981,3,2019,4,73,Azerbaijan Grand Prix,2019-04-28,Baku City Circuit,Azerbaijan,-7,40.3725,49.8533,12.0,3,2.0,1.0
1014,22.54,22.2975,22.018,6,2019,5,4,Spanish Grand Prix,2019-05-12,Circuit de Barcelona-Catalunya,Spain,109,41.57,2.26111,34.5,6,2.333333333333333,2.0
1015,25.03,24.63875,24.266,4,2019,6,6,Monaco Grand Prix,2019-05-26,Circuit de Monaco,Monaco,7,43.7347,7.42056,11.25,4,2.333333333333333,1.0
1016,23.782,23.72533333333333,23.662,3,2019,7,7,Canadian Grand Prix,2019-06-09,Circuit Gilles Villeneuve,Canada,13,45.5,-73.5228,29.0,3,2.0,1.0
1017,30.412,30.267,30.186,3,2019,8,34,French Grand Prix,2019-06-23,Circuit Paul Ricard,France,432,43.2506,5.79167,22.666666666666668,3,2.0,1.0
1018,22.552,21.846666666666664,21.11,3,2019,9,70,Austrian Grand Prix,2019-06-30,Red Bull Ring,Austria,678,47.2197,14.7647,24.666666666666668,3,2.0,1.0
1019,28.905,28.4962,28.177,5,2019,10,9,British Grand Prix,2019-07-14,Silverstone Circuit,UK,153,52.0786,-1.01694,23.0,5,2.0,1.0
1020,24.31,21.08428571428572,19.062,14,2019,11,10,German Grand Prix,2019-07-28,Hockenheimring,Germany,103,49.3278,8.56583,27.571428571428573,14,12.0,6.0
1021,24.819,22.3916,21.164,5,2019,12,11,Hungarian Grand Prix,2019-08-04,Hungaroring,Hungary,264,47.5789,19.2486,42.0,5,3.0,2.0
1022,23.497,22.84166666666667,22.449,3,2019,13,13,Belgian Grand Prix,2019-09-01,Circuit de Spa-Francorchamps,Belgium,401,50.4372,5.97139,22.0,3,2.6666666666666665,1.0
1023,23.912,23.794,23.7,4,2019,14,14,Italian Grand Prix,2019-09-08,Autodromo Nazionale di Monza,Italy,162,45.6156,9.28111,28.75,4,2.0,2.0
1024,29.384,29.132666666666665,28.846,3,2019,15,15,Singapore Grand Prix,2019-09-22,Marina Bay Street Circuit,Singapore,18,1.2914,103.864,19.33333333333333,3,2.6666666666666665,1.0
1025,29.751,29.534,29.401,4,2019,16,71,Russian Grand Prix,2019-09-29,Sochi Autodrom,Russia,2,43.4057,39.9578,27.0,4,2.333333333333333,1.0
1026,24.032,23.429166666666664,23.0,6,2019,17,22,Japanese Grand Prix,2019-10-13,Suzuka Circuit,Japan,45,34.8431,136.541,27.166666666666668,6,2.6666666666666665,2.0
1027,22.269,22.10333333333333,21.862,3,2019,18,32,Mexican Grand Prix,2019-10-27,Autódromo Hermanos Rodríguez,Mexico,2227,19.4042,-99.0907,32.0,3,3.6666666666666665,1.0
1028,24.151,23.8146,23.444,5,2019,19,69,United States Grand Prix,2019-11-03,Circuit of the Americas,USA,161,30.1328,-97.6411,24.0,5,3.0,1.0
1029,23.584,22.890666666666664,22.593,6,2019,20,18,Brazilian Grand Prix,2019-11-17,Autódromo José Carlos Pace,Brazil,785,-23.7036,-46.6997,36.16666666666666,6,9.0,3.0
1030,22.178,21.543,21.023,4,2019,21,24,Abu Dhabi Grand Prix,2019-12-01,Yas Marina Circuit,UAE,3,24.4672,54.6031,25.25,4,2.0,1.0
1031,23.637,20.692625,16.407,8,2020,1,70,Austrian Grand Prix,2020-07-05,Red Bull Ring,Austria,678,47.2197,14.7647,43.5,8,3.6666666666666665,2.0
1032,21.729,21.28325,20.937,4,2020,2,70,Styrian Grand Prix,2020-07-12,Red Bull Ring,Austria,678,47.2197,14.7647,38.25,4,2.333333333333333,1.0
1033,22.426,21.866125,21.268,8,2020,3,11,Hungarian Grand Prix,2020-07-19,Hungaroring,Hungary,264,47.5789,19.2486,28.75,8,3.333333333333333,3.0
1034,29.52,28.7015,28.208,4,2020,4,9,British Grand Prix,2020-08-02,Silverstone Circuit,UK,153,52.0786,-1.01694,22.25,4,2.6666666666666665,1.0
1035,29.402,28.750833333333333,28.188,6,2020,5,9,70th Anniversary Grand Prix,2020-08-09,Silverstone Circuit,UK,153,52.0786,-1.01694,26.33333333333333,6,2.333333333333333,2.0
1036,23.377,22.20328571428572,21.532,7,2020,6,4,Spanish Grand Prix,2020-08-16,Circuit de Barcelona-Catalunya,Spain,109,41.57,2.26111,38.57142857142857,7,2.0,2.0
1037,25.548,24.05333333333333,23.298,3,2020,7,13,Belgian Grand Prix,2020-08-30,Circuit de Spa-Francorchamps,Belgium,401,50.4372,5.97139,11.0,3,2.0,1.0
1038,24.398,24.247,24.096,2,2020,8,14,Italian Grand Prix,2020-09-06,Autodromo Nazionale di Monza,Italy,162,45.6156,9.28111,20.5,2,7.0,3.0
1039,23.199,21.05011111111111,17.536,9,2020,9,76,Tuscan Grand Prix,2020-09-13,Autodromo Internazionale del Mugello,Italy,255,43.9975,11.3719,27.33333333333333,9,2.333333333333333,5.0
1040,41.352,33.28333333333333,28.748,3,2020,10,71,Russian Grand Prix,2020-09-27,Sochi Autodrom,Russia,2,43.4057,39.9578,22.33333333333333,3,2.0,1.0
1041,23.983,22.75433333333333,22.106,6,2020,11,20,Eifel Grand Prix,2020-10-11,Nürburgring,Germany,578,50.3356,6.9475,30.33333333333333,6,3.6666666666666665,2.0
1042,27.162,26.68933333333333,26.394,3,2020,12,75,Portuguese Grand Prix,2020-10-25,Autódromo Internacional do Algarve,Portugal,108,37.227,-8.6267,34.666666666666664,3,2.0,1.0
1043,30.925,30.248,29.6,5,2020,13,21,Emilia Romagna Grand Prix,2020-11-01,Autodromo Enzo e Dino Ferrari,Italy,37,44.3439,11.7167,33.2,5,2.6666666666666665,2.0
1044,25.401,24.6115,23.86,4,2020,14,5,Turkish Grand Prix,2020-11-15,Istanbul Park,Turkey,130,40.9517,29.405,14.75,4,6.666666666666667,1.0
1045,26.95,24.557714285714287,23.848,7,2020,15,3,Bahrain Grand Prix,2020-11-29,Bahrain International Circuit,Bahrain,7,26.0325,50.5106,29.571428571428573,7,2.6666666666666665,3.0
1047,22.406,21.760666666666665,21.289,3,2020,17,24,Abu Dhabi Grand Prix,2020-12-13,Yas Marina Circuit,UAE,3,24.4672,54.6031,10.0,3,2.0,1.0
1051,25.991,25.4245,25.175,6,2021,20,78,Qatar Grand Prix,2021-11-21,Losail International Circuit,Qatar,12,25.49,51.4542,32.666666666666664,6,3.6666666666666665,3.0
1052,32.897,25.607857142857146,23.848,7,2021,1,3,Bahrain Grand Prix,2021-03-28,Bahrain International Circuit,Bahrain,7,26.0325,50.5106,28.142857142857142,7,2.0,2.0
1053,38.198,32.69325,29.809,4,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,Autodromo Enzo e Dino Ferrari,Italy,37,44.3439,11.7167,28.5,4,3.6666666666666665,4.0
1054,26.938,24.212818181818182,21.377,11,2021,3,75,Portuguese Grand Prix,2021-05-02,Autódromo Internacional do Algarve,Portugal,108,37.227,-8.6267,22.727272727272727,11,2.0,3.0
1055,23.565,22.234,21.592,6,2021,4,4,Spanish Grand Prix,2021-05-09,Circuit de Barcelona-Catalunya,Spain,109,41.57,2.26111,38.333333333333336,6,2.0,2.0
1056,24.15,23.92333333333333,23.746,3,2021,5,6,Monaco Grand Prix,2021-05-23,Circuit de Monaco,Monaco,7,43.7347,7.42056,32.0,3,3.6666666666666665,1.0
1057,21.874,17.863,14.945,6,2021,6,73,Azerbaijan Grand Prix,2021-06-06,Baku City Circuit,Azerbaijan,-7,40.3725,49.8533,30.5,6,7.0,1.0
1058,21.752,21.38675,20.936,4,2021,8,70,Styrian Grand Prix,2021-06-27,Red Bull Ring,Austria,678,47.2197,14.7647,38.25,4,2.6666666666666665,1.0
1059,30.263,29.96775,29.682,4,2021,7,34,French Grand Prix,2021-06-20,Circuit Paul Ricard,France,432,43.2506,5.79167,23.25,4,2.333333333333333,2.0
1060,26.474,22.46775,21.071,4,2021,9,70,Austrian Grand Prix,2021-07-04,Red Bull Ring,Austria,678,47.2197,14.7647,38.0,4,2.6666666666666665,2.0
1062,42.786,27.19371428571429,21.208,7,2021,11,11,Hungarian Grand Prix,2021-08-01,Hungaroring,Hungary,264,47.5789,19.2486,20.714285714285715,7,8.0,4.0
1064,21.73,19.451857142857143,18.578,7,2021,13,39,Dutch Grand Prix,2021-09-05,Circuit Park Zandvoort,Netherlands,6,52.3888,4.54092,41.142857142857146,7,2.0,2.0
1065,24.308,24.096,23.812,3,2021,14,14,Italian Grand Prix,2021-09-12,Autodromo Nazionale di Monza,Italy,162,45.6156,9.28111,24.0,3,8.0,1.0
1066,31.017,30.31833333333333,29.578,6,2021,15,71,Russian Grand Prix,2021-09-26,Sochi Autodrom,Russia,2,43.4057,39.9578,35.166666666666664,6,8.666666666666666,2.0
1067,22.962,22.622333333333334,22.442,3,2021,16,5,Turkish Grand Prix,2021-10-10,Istanbul Park,Turkey,130,40.9517,29.405,36.66666666666666,3,3.0,1.0
1069,25.018,24.093,23.604,6,2021,17,69,United States Grand Prix,2021-10-24,Circuit of the Americas,USA,161,30.1328,-97.6411,21.83333333333333,6,2.0,2.0
1070,22.373,22.13166666666667,21.908,3,2021,18,32,Mexico City Grand Prix,2021-11-07,Autódromo Hermanos Rodríguez,Mexico,2227,19.4042,-99.0907,34.0,3,3.0,1.0
1071,23.263,20.41583333333333,17.807,12,2021,19,18,São Paulo Grand Prix,2021-11-14,Autódromo José Carlos Pace,Brazil,785,-23.7036,-46.6997,21.0,12,4.333333333333333,4.0
1072,21.668,21.124,20.58,2,2021,21,77,Saudi Arabian Grand Prix,2021-12-05,Jeddah Corniche Circuit,Saudi Arabia,15,21.6319,39.1044,10.0,2,2.0,2.0
1073,22.213,21.6568,21.152,5,2021,22,24,Abu Dhabi Grand Prix,2021-12-12,Yas Marina Circuit,UAE,3,24.4672,54.6031,27.0,5,2.6666666666666665,3.0
1074,25.796,24.90211111111111,24.287,9,2022,1,3,Bahrain Grand Prix,2022-03-20,Bahrain International Circuit,Bahrain,7,26.0325,50.5106,29.444444444444443,9,3.0,3.0
1075,21.521,21.096666666666668,20.731,3,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,Jeddah Corniche Circuit,Saudi Arabia,15,21.6319,39.1044,16.0,3,3.0,1.0
1076,18.479,17.962,17.434,3,2022,3,1,Australian Grand Prix,2022-04-10,Albert Park Grand Prix Circuit,Australia,10,-37.8497,144.968,21.666666666666668,3,3.333333333333333,1.0
1077,30.366,30.0012,29.627,5,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,Autodromo Enzo e Dino Ferrari,Italy,37,44.3439,11.7167,31.4,5,3.0,3.0
1078,22.063,20.186,18.798,3,2022,5,79,Miami Grand Prix,2022-05-08,Miami International Autodrome,USA,0,25.9581,-80.2389,25.666666666666668,3,2.0,1.0
1079,22.815,22.048111111111112,21.619,9,2022,6,4,Spanish Grand Prix,2022-05-22,Circuit de Barcelona-Catalunya,Spain,109,41.57,2.26111,32.44444444444444,9,3.6666666666666665,3.0
1080,27.009,25.51,24.409,5,2022,7,6,Monaco Grand Prix,2022-05-29,Circuit de Monaco,Monaco,7,43.7347,7.42056,19.8,5,3.0,3.0
1081,23.379,21.49716666666667,20.527,6,2022,8,73,Azerbaijan Grand Prix,2022-06-12,Baku City Circuit,Azerbaijan,-7,40.3725,49.8533,23.666666666666668,6,3.333333333333333,2.0
1082,24.881,24.117166666666662,23.704,6,2022,9,7,Canadian Grand Prix,2022-06-19,Circuit Gilles Villeneuve,Canada,13,45.5,-73.5228,29.0,6,2.6666666666666665,2.0
1083,37.302,30.2165,28.155,6,2022,10,9,British Grand Prix,2022-07-03,Silverstone Circuit,UK,153,52.0786,-1.01694,29.166666666666668,6,3.333333333333333,4.0
1084,23.026,21.876125,21.319,8,2022,11,70,Austrian Grand Prix,2022-07-10,Red Bull Ring,Austria,678,47.2197,14.7647,39.875,8,3.6666666666666665,3.0
1085,38.277,36.91066666666666,35.266,3,2022,12,34,French Grand Prix,2022-07-24,Circuit Paul Ricard,France,432,43.2506,5.79167,17.333333333333332,3,4.0,1.0
1086,22.763,21.813166666666664,21.228,6,2022,13,11,Hungarian Grand Prix,2022-07-31,Hungaroring,Hungary,264,47.5789,19.2486,29.83333333333333,6,6.0,2.0
1087,22.882,22.582666666666668,22.322,6,2022,14,13,Belgian Grand Prix,2022-08-28,Circuit de Spa-Francorchamps,Belgium,401,50.4372,5.97139,20.33333333333333,6,5.666666666666667,2.0
1088,21.363,18.747636363636364,14.008,11,2022,15,39,Dutch Grand Prix,2022-09-04,Circuit Park Zandvoort,Netherlands,6,52.3888,4.54092,44.54545454545455,11,3.0,4.0
1089,25.075,24.03214285714285,23.531,7,2022,16,14,Italian Grand Prix,2022-09-11,Autodromo Nazionale di Monza,Italy,162,45.6156,9.28111,33.714285714285715,7,3.333333333333333,2.0
1091,32.058,30.737,29.55,3,2022,17,15,Singapore Grand Prix,2022-10-02,Marina Bay Street Circuit,Singapore,18,1.2914,103.864,34.666666666666664,3,2.333333333333333,2.0
1092,25.899,25.17633333333333,24.308,3,2022,18,22,Japanese Grand Prix,2022-10-09,Suzuka Circuit,Japan,45,34.8431,136.541,7.0,3,2.333333333333333,2.0
1093,32.254,25.447666666666667,23.755,6,2022,19,69,United States Grand Prix,2022-10-23,Circuit of the Americas,USA,161,30.1328,-97.6411,24.5,6,5.666666666666667,2.0
1094,24.892,23.52433333333333,22.487,3,2022,20,32,Mexico City Grand Prix,2022-10-30,Autódromo Hermanos Rodríguez,Mexico,2227,19.4042,-99.0907,25.666666666666668,3,2.6666666666666665,1.0
1095,25.206,23.85742857142857,23.415,7,2022,21,18,São Paulo Grand Prix,2022-11-13,Autódromo José Carlos Pace,Brazil,785,-23.7036,-46.6997,36.57142857142857,7,3.333333333333333,3.0
1096,22.735,21.918,21.36,4,2022,22,24,Abu Dhabi Grand Prix,2022-11-20,Yas Marina Circuit,UAE,3,24.4672,54.6031,22.25,4,2.0,1.0
1098,25.8,24.870500000000003,24.264,6,2023,1,3,Bahrain Grand Prix,2023-03-05,Bahrain International Circuit,Bahrain,7,26.0325,50.5106,24.83333333333333,6,2.6666666666666665,2.0
1099,26.879,22.806,20.715,3,2023,2,77,Saudi Arabian Grand Prix,2023-03-19,Jeddah Corniche Circuit,Saudi Arabia,15,21.6319,39.1044,18.0,3,6.0,1.0
1101,21.126,20.740666666666662,20.389,3,2023,4,73,Azerbaijan Grand Prix,2023-04-30,Baku City Circuit,Azerbaijan,-7,40.3725,49.8533,10.666666666666666,3,2.0,1.0
1102,22.688,22.401,21.884,3,2023,5,79,Miami Grand Prix,2023-05-07,Miami International Autodrome,USA,0,25.9581,-80.2389,29.666666666666668,3,4.0,1.0
1104,25.916,25.1336,24.414,5,2023,6,6,Monaco Grand Prix,2023-05-28,Circuit de Monaco,Monaco,7,43.7347,7.42056,50.0,5,2.0,1.0
1105,22.731,22.37216666666667,22.054,6,2023,7,4,Spanish Grand Prix,2023-06-04,Circuit de Barcelona-Catalunya,Spain,109,41.57,2.26111,37.0,6,5.666666666666667,2.0
1106,24.339,23.9335,23.644,6,2023,8,7,Canadian Grand Prix,2023-06-18,Circuit Gilles Villeneuve,Canada,13,45.5,-73.5228,26.5,6,2.0,2.0
1107,23.425,20.2341,16.369,10,2023,9,70,Austrian Grand Prix,2023-07-02,Red Bull Ring,Austria,678,47.2197,14.7647,28.5,10,6.0,4.0
1108,29.169,28.887666666666664,28.438,3,2023,10,9,British Grand Prix,2023-07-09,Silverstone Circuit,UK,153,52.0786,-1.01694,33.0,3,3.333333333333333,1.0
1109,21.862,21.46666666666667,20.88,6,2023,11,11,Hungarian Grand Prix,2023-07-23,Hungaroring,Hungary,264,47.5789,19.2486,33.5,6,4.666666666666667,2.0
1110,23.684,23.11083333333333,22.71,6,2023,12,13,Belgian Grand Prix,2023-07-30,Circuit de Spa-Francorchamps,Belgium,401,50.4372,5.97139,21.166666666666668,6,3.0,2.0
1111,28.469,21.428538461538466,18.706,13,2023,13,39,Dutch Grand Prix,2023-08-27,Circuit Park Zandvoort,Netherlands,6,52.3888,4.54092,32.69230769230769,13,6.0,6.0
1112,25.183,24.41,23.819,3,2023,14,14,Italian Grand Prix,2023-09-03,Autodromo Nazionale di Monza,Italy,162,45.6156,9.28111,20.0,3,2.6666666666666665,1.0
1113,33.581,31.299,29.485,4,2023,15,15,Singapore Grand Prix,2023-09-17,Marina Bay Street Circuit,Singapore,18,1.2914,103.864,26.0,4,3.333333333333333,1.0
1114,24.455,23.73933333333333,23.182,6,2023,16,22,Japanese Grand Prix,2023-09-24,Suzuka Circuit,Japan,45,34.8431,136.541,25.666666666666668,6,2.0,2.0
1115,29.726,28.19066666666667,27.489,9,2023,17,78,Qatar Grand Prix,2023-10-08,Losail International Circuit,Qatar,12,25.49,51.4542,29.55555555555556,9,5.666666666666667,3.0
1116,24.974,23.931166666666662,23.361,6,2023,18,69,United States Grand Prix,2023-10-22,Circuit of the Americas,USA,161,30.1328,-97.6411,25.666666666666668,6,4.0,2.0
1117,22.427,22.31425,22.21,4,2023,19,32,Mexico City Grand Prix,2023-10-29,Autódromo Hermanos Rodríguez,Mexico,2227,19.4042,-99.0907,26.75,4,3.333333333333333,3.0
1118,24.204,22.033666666666665,18.487,9,2023,20,18,São Paulo Grand Prix,2023-11-05,Autódromo José Carlos Pace,Brazil,785,-23.7036,-46.6997,27.11111111111111,9,3.6666666666666665,4.0
1119,33.599,25.147,21.323,5,2023,21,80,Las Vegas Grand Prix,2023-11-19,Las Vegas Strip Street Circuit,United States,642,36.1147,-115.173,18.0,5,4.666666666666667,2.0
1120,22.084,21.63933333333333,21.246,6,2023,22,24,Abu Dhabi Grand Prix,2023-11-26,Yas Marina Circuit,UAE,3,24.4672,54.6031,26.5,6,2.333333333333333,2.0
1121,25.064,24.448666666666668,23.866,6,2024,1,3,Bahrain Grand Prix,2024-03-02,Bahrain International Circuit,Bahrain,7,26.0325,50.5106,25.166666666666668,6,3.333333333333333,2.0
1122,23.419,22.074,20.607,3,2024,2,77,Saudi Arabian Grand Prix,2024-03-09,Jeddah Corniche Circuit,Saudi Arabia,15,21.6319,39.1044,7.0,3,2.0,1.0
1124,23.591,23.180666666666667,22.956,6,2024,4,22,Japanese Grand Prix,2024-04-07,Suzuka Circuit,Japan,45,34.8431,136.541,24.83333333333333,6,2.333333333333333,3.0
1125,22.456,22.257,22.027,5,2024,5,17,Chinese Grand Prix,2024-04-21,Shanghai International Circuit,China,5,31.3389,121.22,18.8,5,2.333333333333333,2.0
1126,22.187,22.017666666666667,21.825,3,2024,6,79,Miami Grand Prix,2024-05-05,Miami International Autodrome,USA,0,25.9581,-80.2389,23.666666666666668,3,2.6666666666666665,1.0
1127,30.416,30.173666666666666,29.956,3,2024,7,21,Emilia Romagna Grand Prix,2024-05-19,Autodromo Enzo e Dino Ferrari,Italy,37,44.3439,11.7167,23.666666666666668,3,2.0,1.0
1129,28.157,24.798571428571428,23.423,7,2024,9,7,Canadian Grand Prix,2024-06-09,Circuit Gilles Villeneuve,Canada,13,45.5,-73.5228,38.142857142857146,7,2.0,2.0
1130,22.631,21.92933333333333,21.544,6,2024,10,4,Spanish Grand Prix,2024-06-23,Circuit de Barcelona-Catalunya,Spain,109,41.57,2.26111,31.666666666666668,6,2.0,2.0
1131,21.673,21.194,20.775,6,2024,11,70,Austrian Grand Prix,2024-06-30,Red Bull Ring,Austria,678,47.2197,14.7647,35.5,6,4.666666666666667,3.0
1132,30.387,29.242666666666665,28.365,6,2024,12,9,British Grand Prix,2024-07-07,Silverstone Circuit,UK,153,52.0786,-1.01694,32.5,6,3.0,2.0
1133,21.91,21.631666666666664,21.249,6,2024,13,11,Hungarian Grand Prix,2024-07-21,Hungaroring,Hungary,264,47.5789,19.2486,30.5,6,2.6666666666666665,2.0
1134,24.125,23.152,22.623,6,2024,14,13,Belgian Grand Prix,2024-07-28,Circuit de Spa-Francorchamps,Belgium,401,50.4372,5.97139,19.166666666666668,6,3.0,2.0
1135,21.536,21.054,20.785,3,2024,15,39,Dutch Grand Prix,2024-08-25,Circuit Park Zandvoort,Netherlands,6,52.3888,4.54092,26.33333333333333,3,3.0,1.0
1136,24.87,24.4106,23.793,5,2024,16,14,Italian Grand Prix,2024-09-01,Autodromo Nazionale di Monza,Italy,162,45.6156,9.28111,23.0,5,2.333333333333333,2.0
1137,20.671,20.268666666666665,19.954,3,2024,17,73,Azerbaijan Grand Prix,2024-09-15,Baku City Circuit,Azerbaijan,-7,40.3725,49.8533,14.333333333333334,3,2.6666666666666665,2.0
1138,29.655,29.299333333333333,29.091,3,2024,18,15,Singapore Grand Prix,2024-09-22,Marina Bay Street Circuit,Singapore,18,1.2914,103.864,32.333333333333336,3,2.6666666666666665,1.0
1139,24.228,24.00266666666667,23.817,3,2024,19,69,United States Grand Prix,2024-10-20,Circuit of the Americas,USA,161,30.1328,-97.6411,24.0,3,3.0,1.0
1140,22.86,22.4775,22.111,4,2024,20,32,Mexico City Grand Prix,2024-10-27,Autódromo Hermanos Rodríguez,Mexico,2227,19.4042,-99.0907,40.5,4,2.6666666666666665,1.0
1142,21.355,21.066,20.879,6,2024,22,80,Las Vegas Grand Prix,2024-11-23,Las Vegas Strip Street Circuit,United States,642,36.1147,-115.173,20.33333333333333,6,4.333333333333333,2.0
1143,29.326,26.446555555555555,22.703,9,2024,23,78,Qatar Grand Prix,2024-12-01,Losail International Circuit,Qatar,12,25.49,51.4542,35.888888888888886,9,3.6666666666666665,3.0
1144,21.869,21.475,21.276,3,2024,24,24,Abu Dhabi Grand Prix,2024-12-08,Yas Marina Circuit,UAE,3,24.4672,54.6031,23.666666666666668,3,7.666666666666667,1.0
1145,19.378,15.536,12.804,15,2025,1,1,Australian Grand Prix,2025-03-16,Albert Park Grand Prix Circuit,Australia,10,-37.8497,144.968,17.533333333333335,15,2.6666666666666665,5.0
1146,23.938,22.825,22.213,3,2025,2,17,Chinese Grand Prix,2025-03-23,Shanghai International Circuit,China,5,31.3389,121.22,14.333333333333334,3,2.0,1.0
1147,24.397,23.552000000000003,23.037,3,2025,3,22,Japanese Grand Prix,2025-04-06,Suzuka Circuit,Japan,45,34.8431,136.541,20.666666666666668,3,2.0,1.0
1148,29.822,25.233166666666666,24.035,6,2025,4,3,Bahrain Grand Prix,2025-04-13,Bahrain International Circuit,Bahrain,7,26.0325,50.5106,22.166666666666668,6,3.333333333333333,2.0
1149,26.03,22.516333333333336,20.131,3,2025,5,77,Saudi Arabian Grand Prix,2025-04-20,Jeddah Corniche Circuit,Saudi Arabia,15,21.6319,39.1044,23.0,3,2.333333333333333,1.0
1150,24.257,22.802333333333337,22.044,3,2025,6,79,Miami Grand Prix,2025-05-04,Miami International Autodrome,USA,0,25.9581,-80.2389,29.0,3,3.6666666666666665,1.0
1151,31.675,30.403,29.513,6,2025,7,21,Emilia Romagna Grand Prix,2025-05-18,Autodromo Enzo e Dino Ferrari,Italy,37,44.3439,11.7167,32.0,6,2.333333333333333,2.0
1152,25.756,24.1945,23.576,6,2025,8,6,Monaco Grand Prix,2025-05-25,Circuit de Monaco,Monaco,7,43.7347,7.42056,34.666666666666664,6,2.0,2.0
1153,23.562,22.273555555555557,21.838,9,2025,9,4,Spanish Grand Prix,2025-06-01,Circuit de Barcelona-Catalunya,Spain,109,41.57,2.26111,40.22222222222222,9,3.333333333333333,3.0
1154,24.262,20.5542,18.265,15,2025,10,7,Canadian Grand Prix,2025-06-15,Circuit Gilles Villeneuve,Canada,13,45.5,-73.5228,51.2,15,2.333333333333333,5.0
1155,22.599,21.67233333333333,21.033,6,2025,11,70,Austrian Grand Prix,2025-06-29,Red Bull Ring,Austria,678,47.2197,14.7647,37.16666666666666,6,2.0,2.0
1156,40.28,31.38383333333333,28.214,6,2025,12,9,British Grand Prix,2025-07-06,Silverstone Circuit,UK,153,52.0786,-1.01694,26.666666666666668,6,8.0,2.0
1157,24.376,24.00866666666667,23.806,3,2025,13,13,Belgian Grand Prix,2025-07-27,Circuit de Spa-Francorchamps,Belgium,401,50.4372,5.97139,12.333333333333334,3,2.0,1.0
1158,21.703,21.2356,20.94,5,2025,14,11,Hungarian Grand Prix,2025-08-03,Hungaroring,Hungary,264,47.5789,19.2486,31.2,5,3.0,2.0
1159,18.74,18.15233333333333,17.375,6,2025,15,39,Dutch Grand Prix,2025-08-31,Circuit Park Zandvoort,Netherlands,6,52.3888,4.54092,38.0,6,2.6666666666666665,2.0
1160,27.498,25.215000000000003,23.602,3,2025,16,14,Italian Grand Prix,2025-09-07,Autodromo Nazionale di Monza,Italy,162,45.6156,9.28111,42.66666666666666,3,2.0,1.0
1162,24.008,23.762666666666664,23.314,3,2025,18,15,Singapore Grand Prix,2025-10-05,Marina Bay Street Circuit,Singapore,18,1.2914,103.864,23.33333333333333,3,2.6666666666666665,1.0
1163,24.58,24.095,23.718,3,2025,19,69,United States Grand Prix,2025-10-19,Circuit of the Americas,USA,161,30.1328,-97.6411,29.0,3,2.0,1.0
1164,22.762,22.514666666666667,22.215,3,2025,20,32,Mexico City Grand Prix,2025-10-26,Autódromo Hermanos Rodríguez,Mexico,2227,19.4042,-99.0907,34.0,3,2.6666666666666665,1.0
1165,23.49,23.293,23.058,7,2025,21,18,São Paulo Grand Prix,2025-11-09,Autódromo José Carlos Pace,Brazil,785,-23.7036,-46.6997,34.714285714285715,7,7.333333333333333,2.0
1166,21.968,21.535,20.929,3,2025,22,80,Las Vegas Grand Prix,2025-11-23,Las Vegas Strip Street Circuit,United States,642,36.1147,-115.173,14.666666666666666,3,7.666666666666667,1.0
1168,21.703,21.4995,21.323,4,2025,24,24,Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,UAE,3,24.4672,54.6031,30.0,4,2.0,2.0
1169,20.985,18.81433333333333,17.664,3,2026,1,1,Australian Grand Prix,2026-03-08,Albert Park Grand Prix Circuit,Australia,10,-37.8497,144.968,16.333333333333332,3,2.333333333333333,1.0
1170,23.39,22.942666666666668,22.433,3,2026,2,17,Chinese Grand Prix,2026-03-15,Shanghai International Circuit,China,5,31.3389,121.22,10.0,3,2.0,1.0
